Timestamp,Your preferred/playa name,Title of Event,Event Description,Type of Event,Is your event family friendly?,At what time does the event start,For how long does the event run,What day(s) is the event occurring,Location,All-day events
01/07/2019 15:30:58,Purple Cowboy,Tea & Porn,"Fancy a nice cup of tea and a delicious piece of cake? Up for taking turns reading selected passages of classic and modern pornography aloud? Join me for a cosy hour where we indulge both of these old-fashioned pleasures – a cup of tea and the nostalgic fun of reading wicked works of erotic literature. We have books, the tea and the cake – remember your cup.",Workshop/Class,Nooooope 💦,16:00:00,2:00:00,Thursday 25.,Camp Serendipity,
02/07/2019 00:18:22,Ladybird,Anatomy of Female Pleasure (and how to Touch & Connect),"Want to learn (more!) about female pleasure - the science, and some techniques for touch and communication? Bringing together feminist research and tantric awareness, we will practise cliteracy, communication, touch -- and step into the power of pursuing pleasure with intention.",Workshop/Class,Nooooope 💦,13:00:00,1:30:00,Thursday 25.,Camp Serendipity,
01/07/2019 15:38:45,Sushi,The Science of Jealousy,This workshop will look into why jealousy happens including the neuroscience of how it works. Deep dive into this confusing and frustrating emotion and learn some new tools and perspectives that will help you and your partners deal with it!,Workshop/Class,Nooooope 💦,16:00:00,2:00:00,Monday 22.,Camp Serendipity,
01/07/2019 15:56:40,Fredrik,Focusing,"Get grounded and authentic before you dive into all the juiceness. Start your borderland week by landing in your embodied felt sense, and experience the aliveness of your whole being. This is not so much of a method, it's more of a simple guidance to relate to your inner life. You'll be guided to in stillness focus on your body, by yourself as well as together with a witnessing partner.",Workshop/Class,🤷‍♀️,13:00:00,2:00:00,Wednesday 24.,[re]connect,
01/07/2019 15:57:55,Fredrik and Jonas,Circling [small group],"Be your present self and enter the vulnerability of relating to others in the unknown zone of now, without the confinements of everyday conversation patterns. You'll be guided to your felt experience, with an emphasis on emotional and bodily connection.",Workshop/Class,Nooooope 💦,14:00:00,2:00:00,Tuesday 23.,[re]connect,
01/07/2019 16:02:10,Emese,Chakra Dance,"Suppressed emotions can create blockages in the Chakras, leading to emotional and physical discomfort. In the first part of the Chakra Dance workshop we will shed the light of our Loving AWARENESS onto these suppressed emotions and in the second part, we let go of these stuck energies through INTENTION and DANCE, inviting in emotions that support us in our growth.",Workshop/Class,🤷‍♀️,09:00:00,1:00:00,"Tuesday 23., Wednesday 24., Friday 26., Saturday 27.",[re]connect,
01/07/2019 16:03:59,Åslaug,Mindful eating,"As a clinical nutritionist and foodie I invite you to parttake in a session of mindful eating. We will enjoy taste, texture and touch. We will practice paying attention to our bodily senses and signals, and try to create more awarness around our food choices. Underlying questions that might surface are how the food choices we make impact us, and how it impacts the world.",Workshop/Class,Yes 🧸,12:00:00,1:00:00,Tuesday 23.,[re]connect,
01/07/2019 16:05:35,Paula,Yin Yang Yoga,"Yin Yang Yoga blends two styles of yoga into one practice. Yin is more internal, passive, cooling and downward. While Yang is more external, dynamic, warming and upward.",Workshop/Class,🤷‍♀️,17:00:00,1:00:00,Tuesday 23.,[re]connect,
01/07/2019 16:10:01,Shane,Hatha Vinyasa Yoga,"Whether you want to reset your body after a hard night's fist pumping at the sound stage or you want to prepare for some compromising positions at The Edge tonight, Shane's got the medicine for you...",Workshop/Class,🤷‍♀️,11:00:00,1:00:00,Thursday 25.,[re]connect,
01/07/2019 16:08:10,Shane,Ashtanga Yoga,"Hot yoga ;). A fixed series of asana with a strong focus on aligning breath with movement (vinyasa) and bodily alignment, bringing participants into a meditative state",Workshop/Class,Nooooope 💦,16:00:00,1:00:00,Friday 26.,[re]connect,
01/07/2019 16:19:51,Henrik Klasson,Self-reliant First Aid workshop,"Ever wishing you'd feel more empowered in helping yourself and the people around you? 
Then this workshop is for you! 

The Sanctuary is this year providing equipment for Self-reliant First Aid, and we have pared this initiative with a workshop where you will be taught how to prevent and treat the most common conditions, as well as having the opportunity to demonstrate treatment on yourself.",Care/Support,Yes 🧸,11:00:00,1:30:00,"Monday 22., Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27.",The Sanctuary,
01/07/2019 16:11:29,Shane,Yoga Nidra,"Roll out of bed and into Humans of Now to have your brain massaged... a sleep meditation stimulating the space between sleep and consciousness, the seat of the creative mind and the subconscious.  ",Workshop/Class,🤷‍♀️,10:00:00,1:00:00,Tuesday 23.,[re]connect,
01/07/2019 16:13:36,Shane,Developing mindfulness,Do you feel easily triggered? Having trouble identifying your emotions? Looking for better ways to relate to stress? Wondering what this mindfulness thing is all about? Join HON for a scientific introduction to mindfulness and learn some techniques to improve your everyday interactions with yourself and others,Workshop/Class,🤷‍♀️,11:00:00,2:00:00,Wednesday 24.,[re]connect,
01/07/2019 16:16:19,Nilas,Who's normal?,"How to break the spell of the everyday, through relational excercises, enactment and drawing.",Workshop/Class,🤷‍♀️,16:00:00,1:00:00,Thursday 25.,[re]connect,
01/07/2019 16:17:25,Nilas,Who's normal?,"How to break the spell of the everyday, through relational excercises, enactment and drawing.",Workshop/Class,🤷‍♀️,15:00:00,1:00:00,Saturday 27.,[re]connect,
01/07/2019 16:18:48,Nilas,Character creation,How to break habitual rutines through a character. We will work out different alter ego's and trial them with each other. This will be a social exploration reimagining ourselfes through a lens of fantastic visions.,Workshop/Class,🤷‍♀️,16:00:00,1:00:00,Wednesday 24.,[re]connect,
01/07/2019 17:33:38,Carmen,Relationship talk,"Facilitated open discussion to share and look inside yourself. What does ""relationship"" mean to you? What are your needs, dreams, boundaries? we will explore the balance of closeness and autonomy in relationships. Calling to aaaall the lovers out there! No matter if single, married, poly, monogamous, whatever. Looking forward to listen to you :) ",Workshop/Class,🤷‍♀️,15:00:00,2:00:00,Wednesday 24.,Polyrose,
01/07/2019 17:41:35,Carmen,Womens' circle #1 - pussycasso,"This womens circle will be held twice during the week, to share our experiences after some days again. But you are warmly invited to also just come once. The circle is a safe space for women to empower each other by sharing, listening, being creative together. At #1 there will be the possibilty to make an artwork inspired by your vulva. It's about getting in touch and getting to know yourself. ",Ritual/Ceremony,🤷‍♀️,16:00:00,2:00:00,Tuesday 23.,Polyrose,
01/07/2019 17:46:13,Carmen,Silent day ceremony,"We did this in a group of 3 last year and it was a beautiful experience, so we want to share it with you: choosing not to talk, being silent for a day until sunset and enjoying Borderland from your very inside. We will do a ceremony where you can create your own ""I am silent today"" Badge/necklace and then start into the silent day together. perfect to enjoy your afterglow from friday night. ",Ritual/Ceremony,Yes 🧸,12:00:00,1:00:00,Saturday 27.,Polyrose,
01/07/2019 17:50:15,Carmen,Womens' circle #2 - womb meditation & chanting,"The circle is a safe space for women to empower each other by sharing, listening, being creative together. If you are interested in this also check out pussycasso on TUE. In session #2 we will do a facilitated womb meditation and let our voices vibrate, so our wild feminine wells directly out of our basic force. ",Ritual/Ceremony,🤷‍♀️,16:00:00,2:00:00,Thursday 25.,Polyrose,
01/07/2019 17:55:33,goetz,Sobrietysociety - Soberland @ Borderland,"Daily meetings from Wednesday onwards: LIVING SOBER: FOURTH DIMENSION OF EXISTENCE
Open 12 step meeting
Everyone is welcome
No previous experience of sobriety is required",Care/Support,Yes 🧸,12:30:00,1:30:00,"Wednesday 24., Thursday 25., Friday 26., Saturday 27., Sunday 28.",The Clear Frequency,
01/07/2019 18:39:13,Space Princess Bowie,Experience the Brain,"Get lost in a labyrinth of your mind! Crawl through hidden recesses, discover skies of neon bunnies, a glory hole for MOOPy gifts, a window to a world of wonders or...
The Labyrinth leads into the Brain Machine - a trippy, yet comfortable space. Lie down and get your senses stimulated while watching the Brain light up in patterns, like a network of neurons communicating!
We’ll see what happens...",Ritual/Ceremony,Yes 🧸,21:00:00,11:00:00,"Monday 22., Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27., Sunday 28.",The Brain Machine,
01/07/2019 19:34:48,Frank,XR: Join the Rebellion!,"Tired of being told the world will change if only you would take shorter showers? That ethical shopping and asceticism will save the planet?

Fuck that shit. Only system change will stop climate change. And the rebellion has commenced.

Will you go down in history as someone who stood up, whilst our feeble politicians rolled over into bellies of corporate greed?

Join us.",Workshop/Class,Yes 🧸,10:00:00,2:00:00,Tuesday 23.,Psychonautic Chilldome,
01/07/2019 19:36:34,Julian,Sexual Acrobatics,"Learn the basics of partner acrobatics with positions that can also be used during sexy times! Nobody said they would be comfortable but they surely work! This is a beginners workshop, no prior experience with acrobatics (or sex) needed.",Workshop/Class,Nooooope 💦,14:00:00,2:00:00,Wednesday 24.,Muumimaa Stage,
10/07/2019 04:41:12,Nocturne,‘Five Levels to Domination’: Surrendering to the Divine Goddess.,"The disciple has been on a long and arduous quest, searching for the Temple of the Divine Goddess. But the path to enlightenment is never easy... 

Together we will undertake a sensual journey into the realm of Femdom, exploring the beauty of female empowerment. Within the framework of a D/s dynamic, and via the ritual of foot worship, we will witness the ascension of the divine feminine. 
",Workshop/Class,Nooooope 💦,16:00:00,2:00:00,Friday 26.,Camp Serendipity,
01/07/2019 20:20:51,Peter,Circling,"Circling revolves around connection, understanding and a deep authenticity between people. The practice allows us to be seen in our human vulnerability by revealing what is happening for us in the present moment. The work is all about sensitivity and empathy and can stimulate completely new experiences of being and relating.",Workshop/Class,🤷‍♀️,13:00:00,2:30:00,"Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27.",[re]connect,
01/07/2019 20:21:37,Peter,Morning Dance,As is tradition you can start your day (or end your night) dancing in [re]connect - this year indoors on a soft floor in the [re]connection temple. Dance to our tunes or connect your own device to the silent disco system. ,DJ/Music,🤷‍♀️,08:00:00,3:00:00,"Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27., Sunday 28.",[re]connect,
01/07/2019 20:08:03,Robin,4-way massage (dressed),"Experience being pampered by 30 fingers at once. Hands moving gently through your hair, back, legs, arms sending you on a sensual journey. The massage lasts 15 minutes during which you will be all the focus.",Care/Support,Yes 🧸,18:00:00,2:00:00,Friday 26.,Shame Pain Glory,
01/07/2019 20:10:02,Robin,Blindfolded skin journey with ASMR,"You will be made comfortable by being wrapped in a cosy blanket and blindfolded to make your sensations stronger. We will use a variety of things to tickle, massage, gently touch and stimulate you. You will discover your sensory responses to different stimuli and excitement that goes with the unknown. This will be a gentle exploratory experience that will produce ASMR effect.",Care/Support,Yes 🧸,16:00:00,2:00:00,Wednesday 24.,Shame Pain Glory,
01/07/2019 20:10:57,Denzor,Playpark hook-up,Come to Borderland Playpark and play the day away. At this time you can come and meet others and start a game of volleyball or any other outdoor sport/game. ,Games,Yes 🧸,14:00:00,2:00:00,"Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27.",On the open field west of F1,
01/07/2019 20:12:51,Robin,Shibari meditation,"Welcome to an experimental alternative to ordinary guided meditation. During this session you will each be tied into the position known as ""Ebi"", in which you will remain while the remainders are being tied. Avoid if you have any known neck, shoulder or back injuries. Maximum 6 attendants, first come, first served.",Workshop/Class,Yes 🧸,12:00:00,1:00:00,"Tuesday 23., Thursday 25.",Shame pain glory,
01/07/2019 20:11:09,Steen,Basic Beginner Kinbaku,"The most basic stuff to get you started in the art of tying in an erotic way, using ropes. Also called Kinbaku.",Workshop/Class,Nooooope 💦,13:00:00,1:30:00,Monday 22.,Camp Serendipity,
01/07/2019 20:14:34,Steen,2TK Chest Harness,"Also called a Gote. Tied with two ropes. The most basic structure, which forms the basic for most suspensions.",Workshop/Class,Nooooope 💦,15:00:00,1:30:00,Monday 22.,Camp Serendipity,
01/07/2019 20:15:38,Robin,Charleston like it's 1922,"The shimmering flappers of the 20s puts on some swing jazz and invites you to dance! They will show the basics and some sparkle steps of the solo dance charleston. People from all times are welcome to dance, play and experience the decade of extravaganza trough dance.",Workshop/Class,Yes 🧸,13:00:00,1:00:00,Thursday 25.,Shame Pain Glory,
01/07/2019 20:18:08,Darijan,Whiskey and cigar lounge,Hey you! Wanna be fancy? This is your chance to feel like a fabulous Sir or Madam! Come join us for a delicious taste of the high life in the form of single malt whiskeys and Cuban cigars. Bonus points if you bring fancy headwear!,Party/Gathering,🤷‍♀️,19:00:00,2:00:00,Thursday 25.,Shame Pain Glory,
01/07/2019 20:18:33,Peter,"Authentic relating games night - love, relations and the borderland","Start your Borderland with some authentic human connection. We will introduce various games and exercises for meeting each other in honesty and vulnerability. The theme is love and relating, but frankly it is just a space for meeting some of the many fantastic beings of the Borderland. Bring a snack or something to share. ",Workshop/Class,🤷‍♀️,21:00:00,2:00:00,Monday 22.,[re]connect,
01/07/2019 20:18:55,Tim,Introduction to Rope Bondage,"This workshop will be a complete beginner workshop for rope bodage. It will cover simple beginner ties (single column, double column, futo), discuss rope safety, and what rope bondage can mean to different people.",Workshop/Class,Nooooope 💦,13:00:00,1:30:00,Tuesday 23.,Camp Serendipity,
